instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
BSE_FO|1128256,1128256,SENSEX2660471900PE,SENSEX,0.0,2026-06-04,71900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128613,1128613,SENSEX2660472000CE,SENSEX,0.0,2026-06-04,72000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128803,1128803,SENSEX2660472000PE,SENSEX,0.0,2026-06-04,72000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127954,1127954,SENSEX2660472100CE,SENSEX,0.0,2026-06-04,72100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128588,1128588,SENSEX2660472100PE,SENSEX,0.0,2026-06-04,72100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128672,1128672,SENSEX2660472200CE,SENSEX,0.0,2026-06-04,72200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127916,1127916,SENSEX2660472200PE,SENSEX,0.0,2026-06-04,72200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128440,1128440,SENSEX2660472300CE,SENSEX,0.0,2026-06-04,72300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128644,1128644,SENSEX2660472300PE,SENSEX,0.0,2026-06-04,72300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128726,1128726,SENSEX2660472400CE,SENSEX,0.0,2026-06-04,72400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127977,1127977,SENSEX2660472400PE,SENSEX,0.0,2026-06-04,72400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128501,1128501,SENSEX2660472500CE,SENSEX,0.0,2026-06-04,72500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128696,1128696,SENSEX2660472500PE,SENSEX,0.0,2026-06-04,72500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128781,1128781,SENSEX2660472600CE,SENSEX,0.0,2026-06-04,72600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128471,1128471,SENSEX2660472600PE,SENSEX,0.0,2026-06-04,72600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128567,1128567,SENSEX2660472700CE,SENSEX,0.0,2026-06-04,72700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128754,1128754,SENSEX2660472700PE,SENSEX,0.0,2026-06-04,72700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128325,1128325,SENSEX2660472800CE,SENSEX,0.0,2026-06-04,72800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128534,1128534,SENSEX2660472800PE,SENSEX,0.0,2026-06-04,72800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128623,1128623,SENSEX2660472900CE,SENSEX,0.0,2026-06-04,72900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127866,1127866,SENSEX2660472900PE,SENSEX,0.0,2026-06-04,72900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128216,1128216,SENSEX2660473000CE,SENSEX,0.0,2026-06-04,73000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128423,1128423,SENSEX2660473000PE,SENSEX,0.0,2026-06-04,73000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127982,1127982,SENSEX2660473100CE,SENSEX,0.0,2026-06-04,73100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128186,1128186,SENSEX2660473100PE,SENSEX,0.0,2026-06-04,73100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128279,1128279,SENSEX2660473200CE,SENSEX,0.0,2026-06-04,73200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128489,1128489,SENSEX2660473200PE,SENSEX,0.0,2026-06-04,73200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128049,1128049,SENSEX2660473300CE,SENSEX,0.0,2026-06-04,73300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128249,1128249,SENSEX2660473300PE,SENSEX,0.0,2026-06-04,73300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128345,1128345,SENSEX2660473400CE,SENSEX,0.0,2026-06-04,73400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128015,1128015,SENSEX2660473400PE,SENSEX,0.0,2026-06-04,73400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128109,1128109,SENSEX2660473500CE,SENSEX,0.0,2026-06-04,73500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128310,1128310,SENSEX2660473500PE,SENSEX,0.0,2026-06-04,73500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127872,1127872,SENSEX2660473600CE,SENSEX,0.0,2026-06-04,73600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128084,1128084,SENSEX2660473600PE,SENSEX,0.0,2026-06-04,73600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128171,1128171,SENSEX2660473700CE,SENSEX,0.0,2026-06-04,73700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128373,1128373,SENSEX2660473700PE,SENSEX,0.0,2026-06-04,73700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127935,1127935,SENSEX2660473800CE,SENSEX,0.0,2026-06-04,73800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128140,1128140,SENSEX2660473800PE,SENSEX,0.0,2026-06-04,73800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128225,1128225,SENSEX2660473900CE,SENSEX,0.0,2026-06-04,73900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128430,1128430,SENSEX2660473900PE,SENSEX,0.0,2026-06-04,73900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128777,1128777,SENSEX2660474000CE,SENSEX,0.0,2026-06-04,74000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128033,1128033,SENSEX2660474000PE,SENSEX,0.0,2026-06-04,74000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128558,1128558,SENSEX2660474100CE,SENSEX,0.0,2026-06-04,74100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128744,1128744,SENSEX2660474100PE,SENSEX,0.0,2026-06-04,74100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127888,1127888,SENSEX2660474200CE,SENSEX,0.0,2026-06-04,74200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128524,1128524,SENSEX2660474200PE,SENSEX,0.0,2026-06-04,74200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128614,1128614,SENSEX2660474300CE,SENSEX,0.0,2026-06-04,74300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128804,1128804,SENSEX2660474300PE,SENSEX,0.0,2026-06-04,74300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128382,1128382,SENSEX2660474400CE,SENSEX,0.0,2026-06-04,74400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128589,1128589,SENSEX2660474400PE,SENSEX,0.0,2026-06-04,74400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128673,1128673,SENSEX2660474500CE,SENSEX,0.0,2026-06-04,74500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127917,1127917,SENSEX2660474500PE,SENSEX,0.0,2026-06-04,74500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128441,1128441,SENSEX2660474600CE,SENSEX,0.0,2026-06-04,74600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128646,1128646,SENSEX2660474600PE,SENSEX,0.0,2026-06-04,74600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128727,1128727,SENSEX2660474700CE,SENSEX,0.0,2026-06-04,74700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127979,1127979,SENSEX2660474700PE,SENSEX,0.0,2026-06-04,74700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128502,1128502,SENSEX2660474800CE,SENSEX,0.0,2026-06-04,74800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128697,1128697,SENSEX2660474800PE,SENSEX,0.0,2026-06-04,74800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128782,1128782,SENSEX2660474900CE,SENSEX,0.0,2026-06-04,74900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128473,1128473,SENSEX2660474900PE,SENSEX,0.0,2026-06-04,74900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128398,1128398,SENSEX2660475000CE,SENSEX,0.0,2026-06-04,75000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128077,1128077,SENSEX2660475000PE,SENSEX,0.0,2026-06-04,75000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128165,1128165,SENSEX2660475100CE,SENSEX,0.0,2026-06-04,75100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128367,1128367,SENSEX2660475100PE,SENSEX,0.0,2026-06-04,75100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127923,1127923,SENSEX2660475200CE,SENSEX,0.0,2026-06-04,75200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128135,1128135,SENSEX2660475200PE,SENSEX,0.0,2026-06-04,75200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128218,1128218,SENSEX2660475300CE,SENSEX,0.0,2026-06-04,75300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128425,1128425,SENSEX2660475300PE,SENSEX,0.0,2026-06-04,75300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127984,1127984,SENSEX2660475400CE,SENSEX,0.0,2026-06-04,75400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128188,1128188,SENSEX2660475400PE,SENSEX,0.0,2026-06-04,75400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128280,1128280,SENSEX2660475500CE,SENSEX,0.0,2026-06-04,75500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128491,1128491,SENSEX2660475500PE,SENSEX,0.0,2026-06-04,75500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128050,1128050,SENSEX2660475600CE,SENSEX,0.0,2026-06-04,75600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128250,1128250,SENSEX2660475600PE,SENSEX,0.0,2026-06-04,75600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128346,1128346,SENSEX2660475700CE,SENSEX,0.0,2026-06-04,75700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128016,1128016,SENSEX2660475700PE,SENSEX,0.0,2026-06-04,75700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128111,1128111,SENSEX2660475800CE,SENSEX,0.0,2026-06-04,75800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128311,1128311,SENSEX2660475800PE,SENSEX,0.0,2026-06-04,75800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127875,1127875,SENSEX2660475900CE,SENSEX,0.0,2026-06-04,75900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128085,1128085,SENSEX2660475900PE,SENSEX,0.0,2026-06-04,75900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128431,1128431,SENSEX2660476000CE,SENSEX,0.0,2026-06-04,76000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128641,1128641,SENSEX2660476000PE,SENSEX,0.0,2026-06-04,76000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128719,1128719,SENSEX2660476100CE,SENSEX,0.0,2026-06-04,76100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127974,1127974,SENSEX2660476100PE,SENSEX,0.0,2026-06-04,76100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128494,1128494,SENSEX2660476200CE,SENSEX,0.0,2026-06-04,76200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128692,1128692,SENSEX2660476200PE,SENSEX,0.0,2026-06-04,76200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128778,1128778,SENSEX2660476300CE,SENSEX,0.0,2026-06-04,76300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128466,1128466,SENSEX2660476300PE,SENSEX,0.0,2026-06-04,76300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128559,1128559,SENSEX2660476400CE,SENSEX,0.0,2026-06-04,76400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128746,1128746,SENSEX2660476400PE,SENSEX,0.0,2026-06-04,76400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127889,1127889,SENSEX2660476500CE,SENSEX,0.0,2026-06-04,76500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128525,1128525,SENSEX2660476500PE,SENSEX,0.0,2026-06-04,76500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128615,1128615,SENSEX2660476600CE,SENSEX,0.0,2026-06-04,76600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128806,1128806,SENSEX2660476600PE,SENSEX,0.0,2026-06-04,76600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128385,1128385,SENSEX2660476700CE,SENSEX,0.0,2026-06-04,76700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128590,1128590,SENSEX2660476700PE,SENSEX,0.0,2026-06-04,76700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128674,1128674,SENSEX2660476800CE,SENSEX,0.0,2026-06-04,76800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127918,1127918,SENSEX2660476800PE,SENSEX,0.0,2026-06-04,76800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128443,1128443,SENSEX2660476900CE,SENSEX,0.0,2026-06-04,76900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128647,1128647,SENSEX2660476900PE,SENSEX,0.0,2026-06-04,76900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128040,1128040,SENSEX2660477000CE,SENSEX,0.0,2026-06-04,77000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128240,1128240,SENSEX2660477000PE,SENSEX,0.0,2026-06-04,77000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128340,1128340,SENSEX2660477100CE,SENSEX,0.0,2026-06-04,77100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128010,1128010,SENSEX2660477100PE,SENSEX,0.0,2026-06-04,77100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128103,1128103,SENSEX2660477200CE,SENSEX,2215.05,2026-06-04,77200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128297,1128297,SENSEX2660477200PE,SENSEX,0.0,2026-06-04,77200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127867,1127867,SENSEX2660477300CE,SENSEX,0.0,2026-06-04,77300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128078,1128078,SENSEX2660477300PE,SENSEX,0.0,2026-06-04,77300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128166,1128166,SENSEX2660477400CE,SENSEX,0.0,2026-06-04,77400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128368,1128368,SENSEX2660477400PE,SENSEX,0.0,2026-06-04,77400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127924,1127924,SENSEX2660477500CE,SENSEX,0.0,2026-06-04,77500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128136,1128136,SENSEX2660477500PE,SENSEX,0.0,2026-06-04,77500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128219,1128219,SENSEX2660477600CE,SENSEX,0.0,2026-06-04,77600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128426,1128426,SENSEX2660477600PE,SENSEX,0.0,2026-06-04,77600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127986,1127986,SENSEX2660477700CE,SENSEX,0.0,2026-06-04,77700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128189,1128189,SENSEX2660477700PE,SENSEX,0.0,2026-06-04,77700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128281,1128281,SENSEX2660477800CE,SENSEX,0.0,2026-06-04,77800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127955,1127955,SENSEX2660477800PE,SENSEX,0.0,2026-06-04,77800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128051,1128051,SENSEX2660477900CE,SENSEX,0.0,2026-06-04,77900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128252,1128252,SENSEX2660477900PE,SENSEX,0.0,2026-06-04,77900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128609,1128609,SENSEX2660478000CE,SENSEX,0.0,2026-06-04,78000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128800,1128800,SENSEX2660478000PE,SENSEX,0.0,2026-06-04,78000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128375,1128375,SENSEX2660478100CE,SENSEX,0.0,2026-06-04,78100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128581,1128581,SENSEX2660478100PE,SENSEX,0.0,2026-06-04,78100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128668,1128668,SENSEX2660478200CE,SENSEX,0.0,2026-06-04,78200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127911,1127911,SENSEX2660478200PE,SENSEX,0.0,2026-06-04,78200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128434,1128434,SENSEX2660478300CE,SENSEX,0.0,2026-06-04,78300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128642,1128642,SENSEX2660478300PE,SENSEX,0.0,2026-06-04,78300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128722,1128722,SENSEX2660478400CE,SENSEX,0.0,2026-06-04,78400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127975,1127975,SENSEX2660478400PE,SENSEX,0.0,2026-06-04,78400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128495,1128495,SENSEX2660478500CE,SENSEX,0.0,2026-06-04,78500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128693,1128693,SENSEX2660478500PE,SENSEX,0.0,2026-06-04,78500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128779,1128779,SENSEX2660478600CE,SENSEX,0.0,2026-06-04,78600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128467,1128467,SENSEX2660478600PE,SENSEX,0.0,2026-06-04,78600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128560,1128560,SENSEX2660478700CE,SENSEX,0.0,2026-06-04,78700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128747,1128747,SENSEX2660478700PE,SENSEX,0.0,2026-06-04,78700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128319,1128319,SENSEX2660478800CE,SENSEX,0.0,2026-06-04,78800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128530,1128530,SENSEX2660478800PE,SENSEX,0.0,2026-06-04,78800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128617,1128617,SENSEX2660478900CE,SENSEX,0.0,2026-06-04,78900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128807,1128807,SENSEX2660478900PE,SENSEX,0.0,2026-06-04,78900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128207,1128207,SENSEX2660479000CE,SENSEX,0.0,2026-06-04,79000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128422,1128422,SENSEX2660479000PE,SENSEX,0.0,2026-06-04,79000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127980,1127980,SENSEX2660479100CE,SENSEX,0.0,2026-06-04,79100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128180,1128180,SENSEX2660479100PE,SENSEX,0.0,2026-06-04,79100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128268,1128268,SENSEX2660479200CE,SENSEX,0.0,2026-06-04,79200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128485,1128485,SENSEX2660479200PE,SENSEX,0.0,2026-06-04,79200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128042,1128042,SENSEX2660479300CE,SENSEX,0.0,2026-06-04,79300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128241,1128241,SENSEX2660479300PE,SENSEX,0.0,2026-06-04,79300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128341,1128341,SENSEX2660479400CE,SENSEX,0.0,2026-06-04,79400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128011,1128011,SENSEX2660479400PE,SENSEX,0.0,2026-06-04,79400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128105,1128105,SENSEX2660479500CE,SENSEX,0.0,2026-06-04,79500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128299,1128299,SENSEX2660479500PE,SENSEX,0.0,2026-06-04,79500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127868,1127868,SENSEX2660479600CE,SENSEX,0.0,2026-06-04,79600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128079,1128079,SENSEX2660479600PE,SENSEX,0.0,2026-06-04,79600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128167,1128167,SENSEX2660479700CE,SENSEX,0.0,2026-06-04,79700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128369,1128369,SENSEX2660479700PE,SENSEX,0.0,2026-06-04,79700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127925,1127925,SENSEX2660479800CE,SENSEX,0.0,2026-06-04,79800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128137,1128137,SENSEX2660479800PE,SENSEX,0.0,2026-06-04,79800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128220,1128220,SENSEX2660479900CE,SENSEX,0.0,2026-06-04,79900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127892,1127892,SENSEX2660479900PE,SENSEX,0.0,2026-06-04,79900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128021,1128021,SENSEX2660480000CE,SENSEX,0.0,2026-06-04,80000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128221,1128221,SENSEX2660480000PE,SENSEX,0.0,2026-06-04,80000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128734,1128734,SENSEX2660480100CE,SENSEX,0.0,2026-06-04,80100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127987,1127987,SENSEX2660480100PE,SENSEX,0.0,2026-06-04,80100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128086,1128086,SENSEX2660480200CE,SENSEX,0.0,2026-06-04,80200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128706,1128706,SENSEX2660480200PE,SENSEX,0.0,2026-06-04,80200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128791,1128791,SENSEX2660480300CE,SENSEX,0.0,2026-06-04,80300.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128054,1128054,SENSEX2660480300PE,SENSEX,0.0,2026-06-04,80300.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128575,1128575,SENSEX2660480400CE,SENSEX,0.0,2026-06-04,80400.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128762,1128762,SENSEX2660480400PE,SENSEX,0.0,2026-06-04,80400.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127905,1127905,SENSEX2660480500CE,SENSEX,0.0,2026-06-04,80500.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128112,1128112,SENSEX2660480500PE,SENSEX,0.0,2026-06-04,80500.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128629,1128629,SENSEX2660480600CE,SENSEX,0.0,2026-06-04,80600.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127879,1127879,SENSEX2660480600PE,SENSEX,0.0,2026-06-04,80600.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1127966,1127966,SENSEX2660480700CE,SENSEX,0.0,2026-06-04,80700.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128598,1128598,SENSEX2660480700PE,SENSEX,0.0,2026-06-04,80700.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128684,1128684,SENSEX2660480800CE,SENSEX,0.0,2026-06-04,80800.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1127936,1127936,SENSEX2660480800PE,SENSEX,0.0,2026-06-04,80800.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128459,1128459,SENSEX2660480900CE,SENSEX,0.0,2026-06-04,80900.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128655,1128655,SENSEX2660480900PE,SENSEX,0.0,2026-06-04,80900.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128594,1128594,SENSEX2660481000CE,SENSEX,0.0,2026-06-04,81000.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128259,1128259,SENSEX2660481000PE,SENSEX,0.0,2026-06-04,81000.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128350,1128350,SENSEX2660481100CE,SENSEX,0.0,2026-06-04,81100.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128561,1128561,SENSEX2660481100PE,SENSEX,0.0,2026-06-04,81100.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128118,1128118,SENSEX2660481200CE,SENSEX,0.0,2026-06-04,81200.0,0.05,20.0,OPTIDX,CE,BSE_FO
BSE_FO|1128322,1128322,SENSEX2660481200PE,SENSEX,0.0,2026-06-04,81200.0,0.05,20.0,OPTIDX,PE,BSE_FO
BSE_FO|1128409,1128409,SENSEX2660481300CE,SENSEX,0.0,2026-06-04,81300.0,0.05,20.0,OPTIDX,CE,BSE_FO
