instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|75280,75280,BANKNIFTY26JUN49600CE,BANKNIFTY,2828.3,2026-06-30,49600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75281,75281,BANKNIFTY26JUN49600PE,BANKNIFTY,311.15,2026-06-30,49600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75282,75282,BANKNIFTY26JUN49700CE,BANKNIFTY,2769.1,2026-06-30,49700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75283,75283,BANKNIFTY26JUN49700PE,BANKNIFTY,325.85,2026-06-30,49700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75284,75284,BANKNIFTY26JUN49800CE,BANKNIFTY,2710.7,2026-06-30,49800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75285,75285,BANKNIFTY26JUN49800PE,BANKNIFTY,394.9,2026-06-30,49800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75286,75286,BANKNIFTY26JUN49900CE,BANKNIFTY,2653.05,2026-06-30,49900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75287,75287,BANKNIFTY26JUN49900PE,BANKNIFTY,420.45,2026-06-30,49900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75288,75288,BANKNIFTY26JUN50000CE,BANKNIFTY,5699.95,2026-06-30,50000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75289,75289,BANKNIFTY26JUN50000PE,BANKNIFTY,353.9,2026-06-30,50000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75290,75290,BANKNIFTY26JUN50100CE,BANKNIFTY,2540.05,2026-06-30,50100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75291,75291,BANKNIFTY26JUN50100PE,BANKNIFTY,388.8,2026-06-30,50100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75292,75292,BANKNIFTY26JUN50200CE,BANKNIFTY,2484.75,2026-06-30,50200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75293,75293,BANKNIFTY26JUN50200PE,BANKNIFTY,453.25,2026-06-30,50200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75303,75303,BANKNIFTY26JUN50300CE,BANKNIFTY,2430.2,2026-06-30,50300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75373,75373,BANKNIFTY26JUN50300PE,BANKNIFTY,402.15,2026-06-30,50300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75374,75374,BANKNIFTY26JUN50400CE,BANKNIFTY,5700.0,2026-06-30,50400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75406,75406,BANKNIFTY26JUN50400PE,BANKNIFTY,405.55,2026-06-30,50400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75407,75407,BANKNIFTY26JUN50500CE,BANKNIFTY,6333.5,2026-06-30,50500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75410,75410,BANKNIFTY26JUN50500PE,BANKNIFTY,405.85,2026-06-30,50500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75411,75411,BANKNIFTY26JUN50600CE,BANKNIFTY,6223.3,2026-06-30,50600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75412,75412,BANKNIFTY26JUN50600PE,BANKNIFTY,412.15,2026-06-30,50600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75413,75413,BANKNIFTY26JUN50700CE,BANKNIFTY,2219.9,2026-06-30,50700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75414,75414,BANKNIFTY26JUN50700PE,BANKNIFTY,423.4,2026-06-30,50700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75415,75415,BANKNIFTY26JUN50800CE,BANKNIFTY,2169.3,2026-06-30,50800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75416,75416,BANKNIFTY26JUN50800PE,BANKNIFTY,437.15,2026-06-30,50800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75417,75417,BANKNIFTY26JUN50900CE,BANKNIFTY,5504.45,2026-06-30,50900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75418,75418,BANKNIFTY26JUN50900PE,BANKNIFTY,460.0,2026-06-30,50900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|57713,57713,BANKNIFTY26JUN51000CE,BANKNIFTY,4545.0,2026-06-30,51000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|57714,57714,BANKNIFTY26JUN51000PE,BANKNIFTY,481.0,2026-06-30,51000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75419,75419,BANKNIFTY26JUN51100CE,BANKNIFTY,5909.8,2026-06-30,51100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75420,75420,BANKNIFTY26JUN51100PE,BANKNIFTY,515.65,2026-06-30,51100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75421,75421,BANKNIFTY26JUN51200CE,BANKNIFTY,4996.1,2026-06-30,51200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75422,75422,BANKNIFTY26JUN51200PE,BANKNIFTY,430.65,2026-06-30,51200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75426,75426,BANKNIFTY26JUN51300CE,BANKNIFTY,6275.15,2026-06-30,51300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75427,75427,BANKNIFTY26JUN51300PE,BANKNIFTY,505.25,2026-06-30,51300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75428,75428,BANKNIFTY26JUN51400CE,BANKNIFTY,5839.6,2026-06-30,51400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75429,75429,BANKNIFTY26JUN51400PE,BANKNIFTY,330.35,2026-06-30,51400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75430,75430,BANKNIFTY26JUN51500CE,BANKNIFTY,6250.75,2026-06-30,51500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75431,75431,BANKNIFTY26JUN51500PE,BANKNIFTY,555.25,2026-06-30,51500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75434,75434,BANKNIFTY26JUN51600CE,BANKNIFTY,4150.15,2026-06-30,51600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75435,75435,BANKNIFTY26JUN51600PE,BANKNIFTY,681.85,2026-06-30,51600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75436,75436,BANKNIFTY26JUN51700CE,BANKNIFTY,5351.35,2026-06-30,51700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75437,75437,BANKNIFTY26JUN51700PE,BANKNIFTY,505.25,2026-06-30,51700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75442,75442,BANKNIFTY26JUN51800CE,BANKNIFTY,4587.7,2026-06-30,51800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75443,75443,BANKNIFTY26JUN51800PE,BANKNIFTY,656.75,2026-06-30,51800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75444,75444,BANKNIFTY26JUN51900CE,BANKNIFTY,5420.2,2026-06-30,51900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75445,75445,BANKNIFTY26JUN51900PE,BANKNIFTY,758.85,2026-06-30,51900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75446,75446,BANKNIFTY26JUN52000CE,BANKNIFTY,3977.45,2026-06-30,52000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75447,75447,BANKNIFTY26JUN52000PE,BANKNIFTY,636.35,2026-06-30,52000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75451,75451,BANKNIFTY26JUN52100CE,BANKNIFTY,5159.3,2026-06-30,52100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75452,75452,BANKNIFTY26JUN52100PE,BANKNIFTY,793.35,2026-06-30,52100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75455,75455,BANKNIFTY26JUN52200CE,BANKNIFTY,5067.8,2026-06-30,52200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75456,75456,BANKNIFTY26JUN52200PE,BANKNIFTY,840.95,2026-06-30,52200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75457,75457,BANKNIFTY26JUN52300CE,BANKNIFTY,5062.4,2026-06-30,52300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75458,75458,BANKNIFTY26JUN52300PE,BANKNIFTY,843.3,2026-06-30,52300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75459,75459,BANKNIFTY26JUN52400CE,BANKNIFTY,4905.15,2026-06-30,52400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75460,75460,BANKNIFTY26JUN52400PE,BANKNIFTY,878.95,2026-06-30,52400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|57717,57717,BANKNIFTY26JUN52500CE,BANKNIFTY,3520.0,2026-06-30,52500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|57718,57718,BANKNIFTY26JUN52500PE,BANKNIFTY,739.4,2026-06-30,52500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75461,75461,BANKNIFTY26JUN52600CE,BANKNIFTY,4675.8,2026-06-30,52600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75462,75462,BANKNIFTY26JUN52600PE,BANKNIFTY,782.5,2026-06-30,52600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75463,75463,BANKNIFTY26JUN52700CE,BANKNIFTY,2781.25,2026-06-30,52700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75464,75464,BANKNIFTY26JUN52700PE,BANKNIFTY,771.4,2026-06-30,52700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75465,75465,BANKNIFTY26JUN52800CE,BANKNIFTY,5041.75,2026-06-30,52800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75466,75466,BANKNIFTY26JUN52800PE,BANKNIFTY,860.0,2026-06-30,52800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75467,75467,BANKNIFTY26JUN52900CE,BANKNIFTY,4611.25,2026-06-30,52900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75468,75468,BANKNIFTY26JUN52900PE,BANKNIFTY,854.15,2026-06-30,52900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75469,75469,BANKNIFTY26JUN53000CE,BANKNIFTY,3199.85,2026-06-30,53000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75549,75549,BANKNIFTY26JUN53000PE,BANKNIFTY,834.15,2026-06-30,53000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75550,75550,BANKNIFTY26JUN53100CE,BANKNIFTY,1215.0,2026-06-30,53100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75551,75551,BANKNIFTY26JUN53100PE,BANKNIFTY,600.0,2026-06-30,53100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75558,75558,BANKNIFTY26JUN53200CE,BANKNIFTY,1182.25,2026-06-30,53200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75559,75559,BANKNIFTY26JUN53200PE,BANKNIFTY,787.3,2026-06-30,53200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75565,75565,BANKNIFTY26JUN53300CE,BANKNIFTY,1150.15,2026-06-30,53300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75566,75566,BANKNIFTY26JUN53300PE,BANKNIFTY,965.5,2026-06-30,53300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75567,75567,BANKNIFTY26JUN53400CE,BANKNIFTY,1118.7,2026-06-30,53400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75568,75568,BANKNIFTY26JUN53400PE,BANKNIFTY,1003.2,2026-06-30,53400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75569,75569,BANKNIFTY26JUN53500CE,BANKNIFTY,2892.1,2026-06-30,53500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75570,75570,BANKNIFTY26JUN53500PE,BANKNIFTY,981.45,2026-06-30,53500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75571,75571,BANKNIFTY26JUN53600CE,BANKNIFTY,1057.85,2026-06-30,53600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75572,75572,BANKNIFTY26JUN53600PE,BANKNIFTY,1142.25,2026-06-30,53600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75573,75573,BANKNIFTY26JUN53700CE,BANKNIFTY,3653.6,2026-06-30,53700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75574,75574,BANKNIFTY26JUN53700PE,BANKNIFTY,732.4,2026-06-30,53700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75575,75575,BANKNIFTY26JUN53800CE,BANKNIFTY,999.6,2026-06-30,53800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75579,75579,BANKNIFTY26JUN53800PE,BANKNIFTY,745.35,2026-06-30,53800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75580,75580,BANKNIFTY26JUN53900CE,BANKNIFTY,971.4,2026-06-30,53900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75581,75581,BANKNIFTY26JUN53900PE,BANKNIFTY,1234.0,2026-06-30,53900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|57719,57719,BANKNIFTY26JUN54000CE,BANKNIFTY,2484.95,2026-06-30,54000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|57720,57720,BANKNIFTY26JUN54000PE,BANKNIFTY,1129.35,2026-06-30,54000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75582,75582,BANKNIFTY26JUN54100CE,BANKNIFTY,916.9,2026-06-30,54100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75583,75583,BANKNIFTY26JUN54100PE,BANKNIFTY,1148.3,2026-06-30,54100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75584,75584,BANKNIFTY26JUN54200CE,BANKNIFTY,890.6,2026-06-30,54200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75585,75585,BANKNIFTY26JUN54200PE,BANKNIFTY,830.5,2026-06-30,54200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75586,75586,BANKNIFTY26JUN54300CE,BANKNIFTY,864.85,2026-06-30,54300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75587,75587,BANKNIFTY26JUN54300PE,BANKNIFTY,866.15,2026-06-30,54300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75588,75588,BANKNIFTY26JUN54400CE,BANKNIFTY,2201.0,2026-06-30,54400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75589,75589,BANKNIFTY26JUN54400PE,BANKNIFTY,1270.75,2026-06-30,54400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75590,75590,BANKNIFTY26JUN54500CE,BANKNIFTY,2131.45,2026-06-30,54500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75591,75591,BANKNIFTY26JUN54500PE,BANKNIFTY,1311.2,2026-06-30,54500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75592,75592,BANKNIFTY26JUN54600CE,BANKNIFTY,2117.7,2026-06-30,54600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75593,75593,BANKNIFTY26JUN54600PE,BANKNIFTY,1310.3,2026-06-30,54600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75594,75594,BANKNIFTY26JUN54700CE,BANKNIFTY,2054.05,2026-06-30,54700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75595,75595,BANKNIFTY26JUN54700PE,BANKNIFTY,1375.95,2026-06-30,54700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75596,75596,BANKNIFTY26JUN54800CE,BANKNIFTY,1999.55,2026-06-30,54800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75597,75597,BANKNIFTY26JUN54800PE,BANKNIFTY,1431.5,2026-06-30,54800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75598,75598,BANKNIFTY26JUN54900CE,BANKNIFTY,1966.95,2026-06-30,54900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75599,75599,BANKNIFTY26JUN54900PE,BANKNIFTY,1464.1,2026-06-30,54900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75600,75600,BANKNIFTY26JUN55000CE,BANKNIFTY,1892.95,2026-06-30,55000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75601,75601,BANKNIFTY26JUN55000PE,BANKNIFTY,1470.75,2026-06-30,55000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75602,75602,BANKNIFTY26JUN55100CE,BANKNIFTY,1620.0,2026-06-30,55100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75603,75603,BANKNIFTY26JUN55100PE,BANKNIFTY,1681.35,2026-06-30,55100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75604,75604,BANKNIFTY26JUN55200CE,BANKNIFTY,1760.0,2026-06-30,55200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75605,75605,BANKNIFTY26JUN55200PE,BANKNIFTY,1600.5,2026-06-30,55200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75606,75606,BANKNIFTY26JUN55300CE,BANKNIFTY,1759.95,2026-06-30,55300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75607,75607,BANKNIFTY26JUN55300PE,BANKNIFTY,1867.85,2026-06-30,55300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75608,75608,BANKNIFTY26JUN55400CE,BANKNIFTY,1672.35,2026-06-30,55400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75609,75609,BANKNIFTY26JUN55400PE,BANKNIFTY,1663.0,2026-06-30,55400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|57721,57721,BANKNIFTY26JUN55500CE,BANKNIFTY,1601.9,2026-06-30,55500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|57722,57722,BANKNIFTY26JUN55500PE,BANKNIFTY,1712.05,2026-06-30,55500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75610,75610,BANKNIFTY26JUN55600CE,BANKNIFTY,1545.35,2026-06-30,55600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75611,75611,BANKNIFTY26JUN55600PE,BANKNIFTY,1707.55,2026-06-30,55600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75612,75612,BANKNIFTY26JUN55700CE,BANKNIFTY,1433.2,2026-06-30,55700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75613,75613,BANKNIFTY26JUN55700PE,BANKNIFTY,1838.75,2026-06-30,55700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75614,75614,BANKNIFTY26JUN55800CE,BANKNIFTY,1446.05,2026-06-30,55800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75615,75615,BANKNIFTY26JUN55800PE,BANKNIFTY,1336.25,2026-06-30,55800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75616,75616,BANKNIFTY26JUN55900CE,BANKNIFTY,1225.05,2026-06-30,55900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75617,75617,BANKNIFTY26JUN55900PE,BANKNIFTY,2037.0,2026-06-30,55900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75618,75618,BANKNIFTY26JUN56000CE,BANKNIFTY,1351.5,2026-06-30,56000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75619,75619,BANKNIFTY26JUN56000PE,BANKNIFTY,1950.0,2026-06-30,56000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75620,75620,BANKNIFTY26JUN56100CE,BANKNIFTY,1336.95,2026-06-30,56100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75621,75621,BANKNIFTY26JUN56100PE,BANKNIFTY,2165.65,2026-06-30,56100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75622,75622,BANKNIFTY26JUN56200CE,BANKNIFTY,1238.8,2026-06-30,56200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75623,75623,BANKNIFTY26JUN56200PE,BANKNIFTY,2241.05,2026-06-30,56200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75624,75624,BANKNIFTY26JUN56300CE,BANKNIFTY,1223.45,2026-06-30,56300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75625,75625,BANKNIFTY26JUN56300PE,BANKNIFTY,1872.0,2026-06-30,56300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75626,75626,BANKNIFTY26JUN56400CE,BANKNIFTY,1430.0,2026-06-30,56400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75627,75627,BANKNIFTY26JUN56400PE,BANKNIFTY,1851.0,2026-06-30,56400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75628,75628,BANKNIFTY26JUN56500CE,BANKNIFTY,1135.45,2026-06-30,56500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75629,75629,BANKNIFTY26JUN56500PE,BANKNIFTY,2178.7,2026-06-30,56500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75630,75630,BANKNIFTY26JUN56600CE,BANKNIFTY,1472.55,2026-06-30,56600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75631,75631,BANKNIFTY26JUN56600PE,BANKNIFTY,1880.0,2026-06-30,56600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75632,75632,BANKNIFTY26JUN56700CE,BANKNIFTY,1040.2,2026-06-30,56700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75633,75633,BANKNIFTY26JUN56700PE,BANKNIFTY,2348.7,2026-06-30,56700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75634,75634,BANKNIFTY26JUN56800CE,BANKNIFTY,1010.4,2026-06-30,56800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75635,75635,BANKNIFTY26JUN56800PE,BANKNIFTY,2100.05,2026-06-30,56800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75636,75636,BANKNIFTY26JUN56900CE,BANKNIFTY,1105.05,2026-06-30,56900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75637,75637,BANKNIFTY26JUN56900PE,BANKNIFTY,2610.0,2026-06-30,56900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|57746,57746,BANKNIFTY26JUN57000CE,BANKNIFTY,917.35,2026-06-30,57000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|57747,57747,BANKNIFTY26JUN57000PE,BANKNIFTY,2496.65,2026-06-30,57000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75638,75638,BANKNIFTY26JUN57100CE,BANKNIFTY,779.55,2026-06-30,57100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75649,75649,BANKNIFTY26JUN57100PE,BANKNIFTY,2122.75,2026-06-30,57100.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75650,75650,BANKNIFTY26JUN57200CE,BANKNIFTY,850.0,2026-06-30,57200.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75651,75651,BANKNIFTY26JUN57200PE,BANKNIFTY,1862.15,2026-06-30,57200.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75652,75652,BANKNIFTY26JUN57300CE,BANKNIFTY,1247.45,2026-06-30,57300.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75656,75656,BANKNIFTY26JUN57300PE,BANKNIFTY,2709.4,2026-06-30,57300.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75657,75657,BANKNIFTY26JUN57400CE,BANKNIFTY,1131.0,2026-06-30,57400.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75658,75658,BANKNIFTY26JUN57400PE,BANKNIFTY,2006.9,2026-06-30,57400.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75661,75661,BANKNIFTY26JUN57500CE,BANKNIFTY,752.75,2026-06-30,57500.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75662,75662,BANKNIFTY26JUN57500PE,BANKNIFTY,2772.4,2026-06-30,57500.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75663,75663,BANKNIFTY26JUN57600CE,BANKNIFTY,688.55,2026-06-30,57600.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75664,75664,BANKNIFTY26JUN57600PE,BANKNIFTY,2053.85,2026-06-30,57600.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75665,75665,BANKNIFTY26JUN57700CE,BANKNIFTY,715.0,2026-06-30,57700.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75732,75732,BANKNIFTY26JUN57700PE,BANKNIFTY,2600.0,2026-06-30,57700.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75733,75733,BANKNIFTY26JUN57800CE,BANKNIFTY,650.9,2026-06-30,57800.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75748,75748,BANKNIFTY26JUN57800PE,BANKNIFTY,2119.3,2026-06-30,57800.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75749,75749,BANKNIFTY26JUN57900CE,BANKNIFTY,630.0,2026-06-30,57900.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75750,75750,BANKNIFTY26JUN57900PE,BANKNIFTY,3185.15,2026-06-30,57900.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75751,75751,BANKNIFTY26JUN58000CE,BANKNIFTY,601.9,2026-06-30,58000.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75752,75752,BANKNIFTY26JUN58000PE,BANKNIFTY,3169.35,2026-06-30,58000.0,0.05,30.0,OPTIDX,PE,NSE_FO
NSE_FO|75753,75753,BANKNIFTY26JUN58100CE,BANKNIFTY,566.0,2026-06-30,58100.0,0.05,30.0,OPTIDX,CE,NSE_FO
NSE_FO|75754,75754,BANKNIFTY26JUN58100PE,BANKNIFTY,2407.95,2026-06-30,58100.0,0.05,30.0,OPTIDX,PE,NSE_FO
